"Protein IDs","Gene names","LFQ intensity KO_MITOS_22","LFQ intensity KO_MITOS_23","LFQ intensity KO_MITOS_24","LFQ intensity KO_TOTALS_22","LFQ intensity KO_TOTALS_23","LFQ intensity KO_TOTALS_24","LFQ intensity WT_MITOS_22","LFQ intensity WT_MITOS_23","LFQ intensity WT_MITOS_24","LFQ intensity WT_TOTALS_22","LFQ intensity WT_TOTALS_23","LFQ intensity WT_TOTALS_24"
"P54920;Q9H115-3;Q9H115-2;Q9H115","NAPA",41813000,30274000,34814000,84823000,83451000,52179000,42504000,29147000,38615000,90432000,70895000,63186000
"P55010","EIF5",12032000,6441500,14665000,35276000,17599000,143680000,9375800,12648000,24481000,46446000,35854000,33186000
"P55011-3;P55011;Q13621-3;Q13621","SLC12A2",61843000,109810000,75313000,44457000,55784000,44205000,58953000,99010000,88756000,42501000,48778000,35535000
"P55036;P55036-2","PSMD4",0,15489000,27964000,60654000,47231000,243590000,16261000,11932000,0,89311000,36191000,57843000
"P55039","DRG2",0,10654000,0,19016000,16859000,61978000,0,0,7548700,40250000,16182000,13574000
"P55060-3;P55060;P55060-4;P55060-2","CSE1L",459820000,463260000,594390000,3934800000,3385200000,10244000000,438740000,511150000,725770000,3862900000,2427900000,2606100000
"P55072","VCP",228850000,181240000,207230000,324770000,335720000,792730000,280290000,272870000,346230000,606130000,368590000,341040000
"P55081","MFAP1",0,5264000,0,31216000,29511000,15519000,0,2851500,0,31152000,37437000,43648000
"P55082-2;P55082","MFAP3",0,0,0,0,0,0,0,0,0,0,0,0
"P55084-2;P55084","HADHB",1498900000,805430000,1232900000,388410000,578320000,258730000,1497700000,1059800000,996940000,356710000,478240000,419250000
"P55085","F2RL1",0,0,0,0,0,0,0,0,0,0,0,0
"P55145","MANF",332610000,218060000,269500000,115400000,83477000,199230000,230420000,218100000,267520000,111190000,88775000,90234000
"P55196;P55196-5;P55196-1;P55196-3;P55196-2;P55196-6","MLLT4",15062000,33377000,25309000,31113000,27632000,56678000,21842000,39084000,32739000,34479000,18523000,19760000
"P55209-2;P55209","NAP1L1",51073000,61793000,71664000,249890000,260990000,531300000,94573000,101120000,123450000,565540000,266740000,322410000
"P55209-3","NAP1L1",0,0,0,0,0,0,0,0,0,0,0,0
"P55210-4;P55210;P55210-3","CASP7",0,0,0,11410000,0,33149000,0,0,0,11311000,0,0
"P55212;P55212-2","CASP6",0,0,0,5745800,0,14393000,0,0,0,7060500,0,0
"P55263-4;P55263-2;P55263;P55263-3","ADK",3551400,0,2258300,21485000,12251000,109300000,0,0,1581300,15384000,6953700,7817600
"P55265-4;P55265;P55265-5","ADAR",269050,26617000,5201500,130600000,115940000,102960000,1077500,6981300,1890700,55368000,203950000,125980000
"P55265-2;P55265-3","ADAR",0,0,0,0,0,0,0,0,0,0,0,0
"P55268","LAMB2",108740000,69262000,71340000,26294000,31142000,30599000,31302000,33162000,42516000,8372000,9595700,8868900
"P55285","CDH6",0,0,0,0,0,0,0,0,0,0,0,0
"P55327-2;P55327;P55327-3;P55327-4;P55327-7;P55327-5;P55327-6;P55327-8","TPD52",5028800,3292300,6113700,19030000,8092900,40421000,4631100,12122000,10245000,43727000,17611000,22873000
"P55735;P55735-2;P55735-4;P55735-3","SEC13",44022000,72820000,48470000,166190000,178360000,160980000,31311000,35905000,25609000,159150000,108720000,126830000
"P55769","NHP2L1",11311000,104110000,59533000,592330000,486850000,394620000,6106900,54433000,33902000,542020000,564280000,712850000
"P55786;P55786-2;A6NEC2;A6NEC2-2;A6NEC2-3","NPEPPS",59610000,62614000,69769000,117760000,113720000,302090000,69483000,74007000,67300000,185820000,103700000,115930000
"P55789","GFER",29246000,9966500,21405000,9238400,7566600,0,31610000,20984000,14119000,15888000,7711900,11410000
"P55795","HNRNPH2",4183500,21500000,10582000,134080000,114400000,149770000,4535800,8778600,5344500,54509000,144290000,99230000
"P55809;P55809-2;Q9BYC2","OXCT1",729480000,335660000,498330000,280580000,269020000,118160000,324330000,251240000,231060000,185450000,117930000,166350000
"P55884;P55884-2","EIF3B",39730000,72542000,66670000,134610000,112450000,250980000,44941000,71749000,78084000,217320000,122980000,144500000
"P55899","FCGRT",11202000,22207000,20619000,17860000,26400000,13775000,12158000,0,15903000,0,10346000,0
"P55957;P55957-2;P55957-4;P55957-3","BID",0,0,8169400,0,0,55787000,0,9341700,10396000,16165000,0,0
"P56134;P56134-3","ATP5J2",1014100000,906040000,946490000,381210000,593680000,299430000,1482600000,738180000,891390000,349220000,560420000,441360000
"P56134-2;P56134-4","ATP5J2",49351000,45069000,42820000,56105000,62024000,11287000,147460000,28466000,79843000,96007000,104680000,0
"P56181","NDUFV3",95465000,41661000,106560000,29241000,33237000,30210000,87390000,84199000,85492000,46539000,44335000,41957000
"P56181-2","NDUFV3",152020000,98335000,138690000,48357000,69846000,33204000,98995000,61737000,72219000,32468000,38947000,38629000
"P56182","RRP1",0,7091900,4119600,59662000,47170000,18069000,4182700,5356200,4246000,23314000,165990000,62119000
"P56192;P56192-2","MARS",14845000,38209000,36747000,79877000,64490000,181080000,35085000,56158000,59014000,126690000,86414000,83612000
"P56199","ITGA1",37428000,50960000,45796000,24765000,39553000,7767900,23508000,36606000,42251000,16222000,15862000,16611000
"P56211-2;P56211","ARPP19",0,0,0,0,0,0,0,0,0,0,0,0
"P56270-2;P56270-3;P56270","MAZ",0,0,0,3770900,2753900,0,0,0,0,0,10924000,4649800
"P56277","CMC4",34666000,13104000,31507000,7419900,0,14983000,43767000,23561000,22305000,7068000,5262700,0
"P56282-2;P56282-3;P56282","POLE2",0,0,0,0,0,0,0,0,0,0,0,0
"P56377;P56377-2","AP1S2",11926000,0,0,15567000,0,37139000,0,11935000,0,23826000,0,0
"P56381;Q5VTU8","ATP5E;ATP5EP2",128580000,100690000,300290000,15057000,23329000,766460,811880000,81168000,149540000,27642000,84587000,141280000
"P56385","ATP5I",1308400000,1127200000,1345300000,421210000,603540000,185070000,2008500000,1358900000,1411400000,449790000,450040000,474800000
"P56537;P56537-2","EIF6",62045000,83995000,59910000,285030000,297650000,341350000,36540000,62231000,59595000,380710000,185290000,312250000
"P56545-2;P56545;P56545-3","CTBP2",0,7740000,5524700,21288000,18035000,70019000,0,5865400,2573500,39422000,19637000,20508000
"P56556","NDUFA6",178440000,136980000,198570000,67341000,108010000,24671000,223510000,157420000,145450000,60359000,107570000,76168000
"P56589","PEX3",50026000,24303000,36175000,22025000,32292000,0,41814000,48396000,51318000,12768000,42375000,25186000
"P56937-3;P56937-2;P56937","HSD17B7",34898000,27702000,23646000,19281000,35823000,19772000,28418000,25817000,25446000,15442000,25978000,16906000
"P56962","STX17",19974000,26613000,30970000,12444000,16138000,21032000,46658000,39820000,50822000,11481000,21788000,13908000
"P57076","C21orf59",0,8134400,0,9209700,14890000,0,0,14181000,8557600,0,9257600,13211000
"P57081-3;P57081-2;P57081","WDR4",0,0,0,8819000,8266500,17715000,0,0,0,12831000,7809400,7674000
"P57088","TMEM33",44377000,41677000,40004000,61444000,56635000,26927000,56824000,53025000,66429000,52378000,107750000,83116000
"P57105","SYNJ2BP",213780000,130130000,120960000,101880000,96005000,79812000,119750000,94449000,97930000,69595000,73485000,102830000
"P57678","GEMIN4",0,29488000,15762000,22853000,24147000,129440000,8970300,43492000,21580000,53664000,36451000,31114000
"P57737;P57737-4;P57737-2","CORO7",0,0,0,0,0,0,0,0,0,0,0,0
"P57737-3;Q9Y3D7","CORO7",203030000,127780000,110110000,66279000,54685000,115850000,91905000,48980000,73903000,76631000,45523000,54699000
"P57740;P57740-2;P57740-3","NUP107",23594000,41931000,36171000,93864000,74660000,63437000,25013000,27921000,25940000,64419000,86132000,73383000
"P57772;P57772-2","EEFSEC",0,0,0,9490100,0,13518000,0,0,0,0,0,0
"P58107","EPPK1",1751200,2179900,3941900,151760000,131000000,127440000,17169000,11508000,15247000,220560000,337490000,300320000
"P58546","MTPN",0,0,0,14514000,0,92021000,0,0,0,26835000,9118300,14930000
"P58557;P58557-2;P58557-3;P58557-4","YBEY",98084000,53674000,86919000,12568000,36473000,21174000,94530000,58672000,29884000,8163100,12514000,10773000
"Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;Q5QNW6-2","HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD",659480000,16891000000,5833600000,28917000000,23943000000,4877600000,1280600000,6350600000,3315400000,12371000000,37916000000,38498000000
"P59768","GNG2",0,0,0,0,0,0,0,0,0,0,0,0
"P59923","ZNF445",0,0,55559000,0,0,0,0,0,0,0,0,0
"P59998;P59998-3;P59998-2;P59998-4","ARPC4",60487000,61338000,51188000,49436000,46551000,92277000,54653000,89354000,89959000,108430000,65077000,72234000
"P60002","ELOF1",0,0,0,0,0,0,0,0,0,0,0,0
"P60006;P60006-2","ANAPC15",0,0,0,0,0,0,0,0,0,0,0,0
"P60033","CD81",57441000,61342000,48140000,148840000,175290000,62186000,52413000,61273000,66975000,116800000,131710000,100350000
"P60059","SEC61G",0,120550000,123240000,0,0,0,0,162470000,169640000,0,0,0
"P60174-3;P60174;P60174-4","TPI1",85551000,60662000,70686000,131360000,158860000,366310000,88804000,67889000,67042000,253880000,101140000,275490000
"P60228","EIF3E",24612000,43782000,40087000,91557000,75316000,158690000,22528000,34627000,37257000,129910000,69045000,85096000
"P60468","SEC61B",20619000,33087000,35580000,135860000,87089000,0,164900000,25066000,58918000,108980000,232220000,209590000
"P60510","PPP4C",0,0,0,39530000,0,60325000,0,0,0,45050000,6435800,14576000
"P60520","GABARAPL2",13756000,18399000,14429000,19652000,18905000,8868700,50402000,21116000,35646000,26333000,19606000,15706000
"P60602;P60602-2","ROMO1",198950000,189920000,206980000,41326000,32312000,55813000,183160000,145880000,155670000,89063000,116840000,93108000
"P60604-2;P60604","UBE2G2",39073000,42374000,48289000,57860000,76490000,42584000,86626000,81298000,94546000,85358000,69296000,90000000
"P60660","MYL6",0,0,0,0,0,0,0,0,0,0,0,0
"P60660-2","MYL6",1173500000,889220000,1010800000,782670000,687400000,881260000,984090000,1995900000,1505700000,902840000,327050000,431470000
"P60709","ACTB",741350000,647610000,753710000,2860600000,2201900000,1660400000,871130000,702470000,923900000,5403300000,2994000000,4591300000
"P60763;Q9H4E5-2;P17081;Q9H4E5","RAC3",108470000,117780000,85252000,69095000,63617000,6691900,29299000,53692000,50891000,20122000,20879000,14372000
"P60842;P60842-2","EIF4A1",147170000,259770000,251910000,663260000,579080000,980880000,172240000,255760000,313700000,930120000,514070000,582610000
"P60866;P60866-2","RPS20",553780000,707530000,686310000,322440000,370980000,713820000,388060000,720160000,744310000,489850000,481630000,434870000
"P60891;P60891-2","PRPS1",64791000,53367000,53158000,65314000,58333000,260770000,38194000,60188000,50564000,124700000,62456000,68466000
"P60900;P60900-2;P60900-3","PSMA6",17234000,22364000,23401000,107650000,102980000,275240000,25121000,21085000,29030000,188320000,85999000,114020000
"P60903","S100A10",107410000,155760000,150500000,284120000,174310000,235520000,70775000,92080000,73881000,134340000,101540000,63806000
"P60953;P60953-1","CDC42",111040000,139710000,46730000,115530000,74491000,192620000,50676000,37726000,40004000,63528000,90491000,58548000
"P60981;P60981-2","DSTN",38701000,37461000,37127000,77185000,67335000,159280000,38683000,42819000,40900000,86388000,56123000,84796000
"P60983;O60234","GMFB",0,0,0,0,0,52008000,0,0,0,5508100,0,0
"P61006;P61006-2","RAB8A",13729000,40347000,30629000,233910000,67090000,36871000,79680000,66791000,64765000,126710000,347450000,529770000
"P61009","SPCS3",32413000,28526000,26852000,46031000,45336000,0,44612000,31271000,31978000,28064000,98217000,56597000
"P61011;P61011-2","SRP54",14743000,13166000,39238000,78904000,92420000,215540000,0,20368000,43096000,79493000,63178000,74731000
"P61018;P61018-2","RAB4B",0,0,0,5018600,3777000,4432800,4004500,5927800,5224000,0,6698600,5182200
"P61019;P61019-2","RAB2A",125570000,121260000,118590000,118290000,127720000,96865000,112080000,106000000,135280000,108930000,136910000,97145000
"P61020;P61020-2","RAB5B",86390000,98843000,87219000,64176000,80086000,90440000,163570000,169350000,160150000,77530000,106340000,79621000
"P61024","CKS1B",22170000,20487000,16503000,13095000,0,51387000,0,23097000,24436000,19353000,15086000,17305000
"P61026","RAB10",282390000,226090000,202310000,122340000,166270000,227310000,278500000,388770000,332910000,172120000,284680000,202610000
"P61077;P61077-2;P62837-2;P61077-3;Q9Y2X8","UBE2D3;UBE2D2",41559000,61214000,40911000,34457000,38224000,133630000,26709000,39315000,42113000,36483000,37054000,32648000
"P61081","UBE2M",15744000,35162000,24056000,134970000,97197000,343970000,10389000,14487000,18440000,61705000,51212000,56511000
"P61086;P61086-2;P61086-3","UBE2K",0,0,0,12082000,18178000,33689000,0,23460000,0,15096000,24729000,17515000
"P61088;Q5JXB2","UBE2N",68305000,89965000,54314000,70825000,62114000,295880000,50627000,84164000,83180000,130730000,72009000,102190000
"P61106","RAB14",94963000,100360000,109550000,121280000,118170000,113540000,117820000,112800000,129120000,139910000,135880000,120850000
"P61158;Q9P1U1-2;Q9P1U1;Q9C0K3;Q9P1U1-3","ACTR3",73987000,105060000,83482000,72647000,59514000,146300000,85811000,129310000,107510000,175350000,87761000,99043000
"P61160;P61160-2","ACTR2",37390000,57840000,48407000,46861000,34472000,75457000,54704000,71940000,61127000,92333000,42088000,50281000
"P61163","ACTR1A",47904000,43958000,66472000,79320000,65618000,169290000,48494000,74468000,81632000,117620000,57903000,68786000
"P61201;P61201-2","COPS2",5134900,8444300,4675200,31715000,34922000,97404000,4723900,5815900,10846000,89600000,36375000,47700000
"P61218","POLR2F",0,0,0,0,0,0,0,0,0,0,0,0
"P61221","ABCE1",58454000,49354000,42351000,56370000,46007000,116740000,29698000,48027000,54854000,72632000,51390000,44830000
"P61224;P61224-3;P61224-2;A6NIZ1;P61224-4","RAP1B",358970000,398450000,329860000,312640000,343330000,241080000,443020000,582350000,519590000,343880000,387700000,321870000
"P61225","RAP2B",104050000,49222000,102830000,38753000,39732000,44672000,28795000,35527000,25562000,13754000,12704000,9919800
"P61244-2;P61244;P61244-3;P61244-4","MAX",0,0,0,11509000,20587000,9352100,0,0,0,20832000,10987000,23790000
"P61247","RPS3A",437970000,489600000,515720000,292840000,322940000,700420000,351410000,494880000,633000000,393750000,332480000,314430000
"P61254","RPL26",336650000,494980000,499670000,197720000,206990000,127790000,319110000,528580000,548470000,289560000,346760000,536160000
"P61289;P61289-2;P61289-3","PSME3",0,4206700,8077100,70068000,54324000,186470000,10463000,10852000,28697000,124610000,64817000,99881000
"P61313;P61313-2","RPL15",162950000,207540000,213740000,264160000,202740000,81701000,200370000,222980000,253120000,322040000,318050000,397050000
"P61326;P61326-2","MAGOH",0,42806000,8550300,315400000,282780000,115490000,2785200,7806200,8306600,205800000,385570000,181650000
"P61353","RPL27",508810000,551450000,512410000,596240000,572820000,1163000000,330300000,371650000,520090000,724240000,757310000,515100000
"P61421","ATP6V0D1",101510000,87643000,120790000,53819000,68606000,29100000,92780000,107650000,112170000,58182000,78920000,48495000
"P61457","PCBD1",0,0,0,15089000,0,16967000,0,0,0,0,0,0
"P61513;A6NKH3","RPL37A",152010000,175280000,182430000,104320000,113830000,42478000,162290000,140540000,203300000,101290000,148470000,142090000
"P61586","RHOA",89593000,188770000,178290000,332990000,217490000,316750000,78374000,162260000,124670000,212680000,167830000,128800000
"P61599;P61599-2","NAA20",0,5718500,0,0,0,16340000,3485000,7038400,0,0,0,0
"P61604","HSPE1",4062100000,2919100000,3837300000,1266000000,1056400000,906650000,5948000000,3823600000,3114300000,1990000000,1242100000,1524000000
"P61619;P61619-3","SEC61A1",87358000,135910000,63425000,59989000,67299000,70677000,104260000,34891000,73686000,33839000,95879000,49755000
"P61626","LYZ",0,0,0,0,0,0,0,0,0,0,0,0
"P61758;P61758-2","VBP1",31254000,7713300,9115400,27156000,25345000,252420000,35209000,30324000,35360000,56274000,28249000,28990000
"P61764;P61764-2","STXBP1",55812000,42907000,37624000,16857000,20401000,25684000,26915000,40202000,33716000,15848000,15707000,12606000
"P61769","B2M",157640000,86580000,69121000,209350000,104860000,85589000,51688000,117540000,94538000,141450000,100280000,181010000
"P61803","DAD1",43692000,34779000,33725000,91767000,67392000,24065000,35380000,31129000,35090000,30697000,88707000,30370000
"P61916;P61916-2","NPC2",129860000,74397000,83025000,76889000,40430000,84604000,74576000,93210000,82939000,58755000,25063000,24359000
"P61923;P61923-5;P61923-4;P61923-2;P61923-3","COPZ1",6262900,8890200,13287000,56289000,50067000,204670000,22014000,18144000,30056000,75065000,53781000,45015000
"P61956-2;P61956;Q6EEV6;P55854;P55854-2","SUMO2",0,0,0,561030000,81214000,58757000,0,0,0,455320000,336670000,176960000
"P61960;P61960-2","UFM1",10351000,24638000,25394000,16754000,17226000,63759000,29426000,61896000,59451000,21424000,18041000,19691000
"P61962;P61962-2","DCAF7",0,6833400,5727600,34793000,19039000,48695000,0,7250500,6996900,66739000,31662000,41229000
"P61964","WDR5",0,13570000,10638000,12544000,15533000,23741000,0,9679500,8179400,17189000,13785000,26390000
"P61966;P61966-2","AP1S1",0,0,0,0,0,0,0,0,0,0,0,0
"P61970","NUTF2",15557000,14714000,0,40624000,34365000,95706000,3958600,14332000,15072000,49263000,31773000,48121000
"P61978-2;P61978","HNRNPK",60624000,283720000,187720000,1501400000,1173100000,1675500000,63664000,159460000,152180000,1133200000,1484200000,1403200000
"P61978-3","HNRNPK",0,14765000,0,95336000,66653000,125170000,0,0,0,50917000,124270000,78932000
"P61981","YWHAG",10011000,19473000,21615000,142620000,156440000,77809000,40248000,26197000,36853000,244150000,91783000,127890000
"P62070;P62070-4;P62070-3;P62070-2","RRAS2",28280000,45657000,29155000,22410000,29447000,36083000,22128000,42885000,39574000,19170000,13867000,12688000
"P62072","TIMM10",275590000,167720000,286710000,69204000,77244000,20832000,217990000,170690000,165440000,90330000,43444000,100580000
"P62081","RPS7",570400000,523790000,484330000,452300000,408370000,931980000,389900000,485030000,598050000,445280000,493920000,405120000
"P62136;P62136-2;P62136-3","PPP1CA",106310000,172620000,119880000,160780000,145630000,275680000,61613000,138890000,96045000,177590000,177730000,156350000
"P62140","PPP1CB",56594000,76425000,66516000,110480000,79924000,161160000,31467000,78012000,62517000,98772000,96403000,78372000
"P62191;P62191-2","PSMC1",3700700,9355200,4734500,65911000,43452000,153380000,1908900,4771100,9351000,108390000,28259000,31841000
"P62195;P62195-2","PSMC5",6043400,8279700,6299800,74135000,60943000,259790000,23209000,10863000,16284000,113380000,62540000,75220000
"P62241","RPS8",524790000,590030000,668850000,436850000,420240000,825600000,461330000,713020000,828160000,777780000,478250000,554490000
"P62244","RPS15A",207990000,324950000,296940000,184930000,215690000,409690000,268790000,377610000,294460000,149930000,249270000,143780000
"P62249","RPS16",407370000,534910000,470500000,253780000,323920000,501830000,346640000,558330000,579620000,399960000,365680000,300610000
"P62253","UBE2G1",0,0,0,0,0,35381000,0,0,0,0,0,12920000
"P62256-2;P62256","UBE2H",0,0,0,0,0,0,0,0,0,0,0,0
"P62258;P62258-2","YWHAE",343040000,357940000,364990000,1139400000,1021000000,2666200000,427660000,392400000,451430000,1763700000,801760000,1059600000
"P62263","RPS14",207080000,265240000,252360000,181880000,208250000,359080000,176490000,246930000,296120000,212940000,236090000,198350000
"P62266","RPS23",167110000,183350000,195600000,226610000,157240000,143860000,181640000,223330000,265280000,263310000,193910000,291560000
"P62269","RPS18",628500000,749880000,648330000,444440000,397030000,921500000,493510000,749760000,780930000,441590000,333920000,389770000
